时间(s),电流(mA)
19.7592,157.495
19.7849,157.659
19.8105,157.336
19.8362,157.936
19.8619,156.554
19.8875,158.522
19.9132,156.935
19.9389,158.745
19.9645,156.857
19.9902,158.15
20.0158,157.723
20.0415,158.792
20.0672,157.076
20.0928,158.949
20.1185,156.834
20.1441,158.855
20.1698,156.837
20.1955,158.632
20.2211,157.113
20.2468,158.194
20.2724,157.614
20.2981,158.653
20.3238,157.049
20.3494,158.738
20.3751,157.1
20.4007,158.543
20.4264,157.952
20.4521,158.052
20.4777,158.18
20.5034,158.138
20.5291,158.216
20.5547,158.06
20.5804,157.921
20.606,157.449
20.6317,157.945
20.6574,157.528
20.683,158.325
20.7087,157.492
20.7344,158.877
20.76,157.438
20.7857,158.888
20.8114,157.955
20.837,158.631
20.8627,157.405
20.8884,159.096
20.914,157.521
20.9397,159.329
20.9653,156.934
20.991,158.647
21.0167,157.224
21.0423,159.202
21.068,157.301
21.0937,159.284
21.1193,157.33
21.145,158.865
21.1707,157.587
21.1963,158.428
21.222,157.215
21.2477,158.905
21.2733,157.855
21.299,158.494
21.3247,157.839
21.3503,158.193
21.376,158.152
21.4017,158.978
21.4273,158.129
21.453,158.758
21.4787,158.341
21.5043,158.495
21.53,158.995
21.5557,157.309
21.5813,158.434
21.607,158.022
21.6327,158.333
21.6583,157.351
21.684,158.926
21.7096,157.453
21.7353,158.999
21.761,157.687
21.7866,158.925
21.8123,158.128
21.8379,159.076
21.8636,157.182
21.8892,157.9754
21.9149,157.269
21.9406,159.413
21.9662,156.937
21.9919,158.538
22.0176,157.21120000000002
22.0432,156.5638
22.0689,157.474
22.0945,157.955
22.1202,156.121
22.1459,157.66
22.1715,157.226
22.1972,158.069
22.2228,156.911
22.2485,158.202
22.2742,156.658
22.2998,158.248
22.3255,157.307
22.3512,157.606
22.3768,157.981
22.4025,157.727
22.4282,157.82
22.4538,157.69
22.4795,157.555
22.5051,157.088
22.5308,158.095
22.5565,157.47
22.5821,158.008
22.6078,157.879
22.6335,158.357
22.6591,157.647
22.6848,158.759
22.7104,157.221
22.7361,158.881
22.7618,156.933
22.7874,159.154
22.8131,157.386
22.8388,158.491
22.8644,157.313
22.8901,158.683
22.9157,157.158
22.9414,158.995
22.9671,157.001
22.9927,159.41
23.0184,157.103
23.044,158.752
23.0697,157.411
23.0954,158.568
23.1211,158.124
