时间(s),电流(mA)
14.5018,157.982
14.5275,159.356
14.5532,157.982
14.5788,159.731
14.6045,157.224
14.6302,159.449
14.6558,158.584
14.6815,159.415
14.7072,157.905
14.7329,159.386
14.7585,157.544
14.7842,158.35340000000002
14.8099,157.57
14.8355,159.507
14.8612,157.76
14.8868,159.07
14.9125,157.705
14.9382,158.949
14.9638,157.967
14.9895,159.688
15.0152,157.858
15.0408,159.08
15.0665,157.865
15.0922,159.471
15.1178,158.415
15.1435,158.711
15.1691,158.474
15.1948,158.49
15.2205,158.034
15.2461,156.815
15.2718,157.70440000000002
15.2975,158.019
15.3231,157.842
15.3488,157.812
15.3744,158.429
15.4001,157.284
15.4258,158.224
15.4514,157.4
15.4771,158.306
15.5028,157.723
15.5284,158.147
15.5541,157.542
15.5798,158.86
15.6054,157.024
15.6311,158.954
15.6567,156.859
15.6824,158.875
15.7081,157.433
15.7337,158.563
15.7594,157.291
15.785,158.684
15.8107,157.107
15.8364,159.039
15.862,156.783
15.8877,159.149
15.9134,157.172
15.939,158.683
15.9647,157.547
15.9904,158.244
16.016,157.62
16.0417,158.649
16.0674,157.37
16.093,158.695
16.1187,157.483
16.1444,158.693
16.17,157.974
16.1957,157.821
16.2213,158.333
16.247,158.069
16.2727,157.791
16.2983,157.72
16.324,158.683
16.3497,157.425
16.3753,158.363
16.401,157.591
16.4267,158.615
16.4523,157.903
16.478,158.535
16.5037,157.07
16.5293,158.989
16.555,157.798
16.5807,158.727
16.6063,157.727
16.632,159.196
16.6577,157.213
16.6834,159.166
16.709,156.915
16.7347,159.393
16.7604,157.539
16.786,158.871
16.8117,157.557
16.8373,158.86
16.863,157.684
16.8887,158.985
16.9143,157.145
16.94,158.705
16.9657,158.282
16.9913,158.776
17.017,157.75
17.0426,158.717
17.0683,157.796
17.094,158.534
17.1196,158.527
17.1453,158.446
17.1709,158.936
17.1966,157.676
17.2223,158.442
17.2479,158.109
17.2736,158.674
17.2993,158.173
17.3249,158.775
17.3506,157.922
17.3762,159.334
17.4019,157.481
17.4276,159.521
17.4532,157.507
17.4789,158.958
17.5046,157.67
17.5302,159.199
17.5559,157.668
17.5815,159.24
17.6072,157.299
17.6329,159.68
17.6585,157.127
17.6842,159.497
17.7098,157.655
17.7355,158.886
17.7611,158.0192
17.7868,156.451
17.8125,158.053
17.8381,159.051
17.8638,157.582
17.8894,158.764
17.9151,157.319
17.9407,158.712
17.9664,158.017
17.9921,158.088
18.0177,158.019
18.0434,158.141
18.069,157.944
18.0947,158.548
18.1203,158.235
18.146,158.418
18.1716,158.495
18.1973,157.816
18.2229,159.04
18.2486,157.505
18.2743,158.951
18.2999,157.385
18.3256,159.102
18.3512,158.154
18.3769,158.955
18.4025,157.568
18.4282,159.467
18.4539,157.343
18.4795,159.572
18.5052,157.29
18.5309,159.481
18.5565,157.439
18.5822,158.755
18.6078,157.257
18.6335,159.584
18.6592,157.643
18.6848,159.216
18.7105,157.864
18.7362,158.854
18.7618,157.775
18.7875,158.957
18.8131,157.45
18.8388,159.048
18.8645,157.775
18.8901,158.682
18.9158,158.18
18.9414,158.377
18.9671,158.605
18.9928,158.313
19.0184,158.299
19.0441,158.212
19.0698,158.047
19.0954,158.0
19.1211,158.32
19.1467,157.297
19.1724,158.176
19.1981,157.615
19.2237,158.455
19.2494,157.353
19.2751,158.904
19.3007,157.037
19.3264,159.371
19.352,156.989
19.3777,158.619
19.4034,157.12
19.429,158.373
19.4547,157.03
19.4803,158.425
19.506,156.85
19.5317,159.162
19.5573,156.597
19.583,158.76
19.6087,156.916
19.6343,158.312
19.66,157.208
19.6856,158.231
19.7113,157.366
19.737,158.582
19.7626,157.011
19.7883,158.056
19.814,156.901
19.8396,158.037
19.8653,157.701
19.8909,157.402
19.9166,158.372
19.9423,158.076
19.9679,157.85
19.9936,157.655
20.0192,157.628
20.0449,157.69
20.0706,157.964
20.0962,156.955
20.1219,158.693
20.1476,157.138
20.1732,158.508
20.1989,156.868
20.2245,158.114
20.2502,156.6742
20.2759,156.594
20.3015,157.425
20.3272,157.883
20.3529,157.3698
20.3785,157.895
20.4042,157.1046
20.4298,157.79
20.4555,156.339
20.4812,157.58
20.5068,157.025
20.5325,158.194
20.5582,156.465
20.5838,158.054
20.6095,157.53820000000002
20.6352,158.254
20.6609,156.948
20.6865,157.97
20.7122,157.589
20.7378,157.916
20.7635,157.49
20.7892,157.834
20.8148,157.05
20.8405,157.533
20.8661,157.052
20.8918,157.673
20.9175,157.805
20.9431,157.238
20.9688,158.091
20.9945,156.979
21.0201,157.52
21.0458,156.966
21.0715,158.426
21.0971,156.435
21.1228,157.661
21.1484,156.812
21.1741,158.34
21.1998,156.482
21.2254,159.215
21.2511,156.761
21.2767,158.295
21.3024,156.967
21.3281,158.3
21.3537,156.986
21.3794,158.349
21.405,156.44
21.4307,158.569
21.4564,157.6846
21.482,158.247
21.5077,156.902
21.5333,158.265
21.559,157.292
21.5847,157.765
21.6103,157.159
21.636,158.411
21.6616,157.213
21.6873,158.324
21.7129,157.298
21.7386,158.2
21.7642,157.623
21.7899,157.231
21.8155,157.889
21.8412,157.835
21.8669,157.88
21.8925,157.593
21.9182,157.754
21.9438,156.762
21.9695,157.968
21.9951,157.175
22.0208,157.982
22.0465,157.691
22.0721,158.176
22.0978,156.905
22.1234,159.014
22.1491,156.901
22.1748,158.602
22.2004,156.493
22.2261,158.62
22.2517,157.048
22.2774,158.012
22.303,157.121
22.3287,158.913
22.3544,156.235
22.38,158.461
22.4057,156.458
22.4313,158.018
22.457,157.145
22.4827,158.436
22.5083,156.979
22.534,158.532
22.5597,156.979
22.5853,157.889
22.611,157.487
22.6367,158.009
22.6623,157.571
22.688,157.482
22.7137,157.421
22.7394,156.911
22.765,157.1242
22.7907,157.121
22.8164,157.314
22.842,156.854
22.8677,157.273
22.8934,157.1396
22.919,157.481
22.9447,156.647
22.9704,157.443
22.996,157.288
23.0217,157.784
23.0473,156.293
23.073,157.944
23.0987,156.239
23.1244,158.53
23.15,156.436
23.1757,157.701
23.2013,156.58
23.227,158.198
23.2527,157.222
23.2783,158.224
23.304,156.269
23.3296,159.047
23.3553,156.578
23.381,157.984
23.4066,156.402
23.4323,158.228
23.458,156.989
23.4836,157.655
23.5093,156.929
23.5349,158.4
23.5606,156.611
23.5863,158.083
23.6119,156.483
23.6376,157.535
23.6633,157.001
23.6889,156.824
23.7146,156.722
23.7402,157.552
23.7659,157.21
23.7916,157.002
23.8172,156.76
23.8429,156.738
23.8686,156.75
23.8942,156.904
23.9199,157.508
23.9455,156.9942
23.9712,157.428
23.9969,156.427
24.0225,157.628
24.0482,156.864
24.0738,157.326
24.0995,156.238
24.1252,158.13
24.1508,157.2398
24.1765,158.008
24.2021,157.1696
24.2278,157.765
24.2535,157.352
24.2791,158.106
24.2792,156.312
24.3304,158.519
24.3561,156.428
24.3817,157.441
24.4074,156.895
24.433,157.857
24.4587,156.959
24.4844,158.184
24.51,156.426
24.5357,157.526
24.5613,157.129
24.587,157.462
24.6127,156.88
24.6383,158.207
24.664,157.062
24.6896,157.556
24.7153,157.957
24.741,157.265
24.7666,157.819
24.7923,156.715
24.818,157.892
24.8436,157.156
24.8693,157.518
24.895,156.978
24.9206,158.237
24.9463,156.938
24.9719,158.286
24.9976,156.249
25.0233,158.88
25.0489,156.595
25.0746,158.022
25.1002,156.648
25.1259,158.279
25.1516,156.902
25.1772,158.032
25.2029,156.456
25.2286,155.6542
25.2542,156.9408
25.2799,156.065
25.3056,157.093
25.3312,157.457
25.3569,156.337
25.3825,157.026
25.4082,156.381
25.4339,157.672
25.4595,157.0198
25.4852,157.633
25.5108,156.559
25.5365,156.854
25.5622,156.523
25.5878,157.486
25.6135,156.659
25.6391,157.202
25.6648,157.257
25.6905,156.613
25.7161,157.898
25.7418,156.996
25.7675,157.635
25.7931,156.824
25.8188,157.601
25.8445,157.012
25.8701,157.477
25.8958,156.521
25.9215,158.403
25.9471,156.275
25.9728,158.204
25.9985,156.504
26.0242,157.774
26.0498,156.319
26.0755,158.575
26.1011,156.52
26.1268,158.515
26.1525,156.8
26.1781,157.65
26.2038,156.978
26.2295,158.171
26.2551,156.594
26.2808,158.18
26.3065,156.593
26.3321,157.765
26.3578,157.097
26.3834,158.09
26.4091,156.693
26.4347,157.424
26.4604,157.43
26.4861,157.794
26.5117,157.485
26.5374,157.929
26.5631,157.225
26.5887,157.053
26.6144,158.049
26.64,157.651
26.6657,157.678
26.6914,157.601
26.717,158.241
26.7427,156.967
26.7684,158.408
26.794,157.175
26.8197,158.858
26.8454,156.979
26.871,158.027
26.8967,157.28
26.9224,158.411
26.948,156.787
26.9737,158.574
26.9994,156.629
27.025,158.855
27.0507,156.613
27.0764,158.507
27.102,157.268
27.1277,158.497
27.1534,157.535
27.179,158.237
27.2047,157.055
27.2303,158.723
27.256,156.659
27.2817,158.35
27.3073,157.481
27.333,157.724
27.3587,156.95
27.3843,158.073
27.41,157.257
27.4357,157.794
27.4613,157.82
27.487,157.678
27.5126,158.46
27.5383,157.461
27.564,157.79
27.5896,157.689
27.6153,157.973
27.641,157.596
27.6667,158.069
27.6923,157.153
27.718,155.959
27.7437,156.78079999999997
27.7693,156.63760000000002
27.795,157.382
27.8206,157.112
27.8463,157.273
27.872,157.91
27.8976,157.06840000000003
27.9233,157.755
27.949,156.469
27.9746,157.46
28.0003,156.57
28.026,157.838
28.0517,156.336
28.0773,158.666
28.103,157.363
28.1286,158.938
28.1543,156.854
28.18,157.78
28.2056,157.093
28.2313,157.725
28.257,156.835
28.2826,158.089
28.3083,157.166
28.3339,158.238
28.3596,156.821
28.3852,157.696
28.4109,157.871
28.4366,157.398
28.4622,157.844
28.4879,157.302
28.5135,157.984
28.5392,157.738
28.5649,157.991
28.5905,157.474
28.6162,158.39
28.6418,157.468
28.6675,158.594
28.6932,156.926
28.7188,158.719
28.7445,157.072
28.7701,158.159
28.7958,157.39
28.8215,158.374
28.8471,156.299
28.8728,158.371
28.8984,157.304
28.9241,158.358
28.9498,156.97
28.9754,158.408
29.0011,156.945
29.0268,158.731
29.0524,156.733
29.0781,157.99
29.1038,157.605
29.1294,158.98
29.1551,156.851
29.1808,158.491
29.2064,157.657
29.2321,158.231
29.2577,157.9
29.2834,157.931
29.309,158.051
29.3347,158.126
29.3604,157.284
29.386,157.23
29.4117,158.381
29.4373,157.365
29.463,158.039
29.4887,158.085
29.5143,158.003
29.54,157.504
29.5656,158.168
29.5913,157.236
29.6169,158.777
29.6426,156.731
29.6683,158.605
29.6939,157.13
29.7196,158.375
29.7452,157.427
29.7709,158.376
29.7965,156.933
29.8222,158.463
29.8479,156.716
29.8735,158.732
29.8992,156.755
29.9249,158.585
29.9505,157.046
29.9762,158.362
30.0018,156.926
30.0275,158.525
30.0532,157.122
30.0788,158.21
30.1045,157.959
30.1302,158.05
30.1558,157.24
30.1815,158.27
30.2072,156.979
30.2328,155.9052
30.2585,156.6772
30.2841,156.748
30.3098,156.541
30.3355,157.055
30.3611,156.553
30.3868,157.063
30.4124,156.974
30.4381,156.528
30.4638,157.439
30.4894,156.641
30.5151,157.454
30.5408,156.821
30.5664,157.607
30.5921,157.027
30.6177,157.715
30.6434,156.329
30.6691,158.243
30.6947,156.302
30.7204,157.586
30.746,156.49
30.7717,158.055
30.7973,157.587
30.823,158.416
30.8487,156.554
30.8743,158.42
30.9,156.792
30.9257,157.968
30.9513,156.901
30.977,158.202
31.0026,156.957
31.0283,158.444
31.054,156.629
31.0796,158.092
31.1053,156.811
31.1309,157.921
31.1566,157.506
31.1822,157.365
31.2079,157.574
31.2336,157.761
31.2592,157.405
31.2849,158.068
31.3105,157.652
31.3362,157.645
31.3619,158.084
31.3875,157.256
31.4132,158.253
31.4388,157.208
31.4645,158.373
31.4902,157.493
31.5158,157.89
31.5415,156.575
31.5671,158.673
31.5928,157.051
31.6185,158.508
31.6441,157.435
31.6698,158.453
31.6955,156.879
31.7211,158.634
31.7468,156.582
31.7725,158.972
31.7981,156.984
31.8238,158.705
31.8495,157.276
31.8751,158.443
31.9008,157.306
31.9265,158.223
31.9522,156.745
31.9778,158.575
32.0035,156.691
32.0292,157.755
32.0548,157.468
32.0805,158.34
32.1062,157.382
32.1318,158.577
32.1575,157.868
32.1832,158.904
