时间(s),电流(mA)
20.5087,157.451
20.5344,157.852
20.56,157.49
20.5857,157.21
20.6114,158.209
20.637,156.997
20.6627,158.35
20.6884,157.036
20.7141,158.452
20.7397,157.283
20.7654,158.057
20.7911,156.731
20.8168,158.618
20.8424,157.17
20.8681,158.456
20.8938,157.564
20.9194,158.78
20.9451,157.338
20.9708,159.129
20.9964,157.033
21.0221,158.319
21.0478,157.592
21.0734,159.134
21.0991,157.355
21.1248,158.975
21.1504,157.167
21.1761,158.533
21.2018,157.981
21.2275,158.337
21.2531,157.996
21.2788,158.28
21.3045,157.892
21.3301,158.448
21.3558,157.478
21.3815,158.422
21.4071,158.552
21.4328,157.683
21.4585,158.141
21.4841,158.154
21.5098,158.468
21.5355,157.946
21.5611,158.897
21.5868,157.639
21.6125,159.535
21.6381,157.686
21.6638,159.074
21.6895,157.712
21.7152,158.708
21.7408,157.664
21.7665,158.98
21.7922,157.754
21.8178,159.599
21.8435,157.018
21.8692,159.106
21.8948,157.478
21.9205,158.743
21.9462,157.462
21.9718,159.238
21.9975,157.465
22.0232,159.09
22.0488,158.142
22.0745,158.707
22.1002,158.047
22.1258,158.896
22.1515,157.671
22.1772,159.403
22.2028,157.786
22.2285,158.37
22.2542,158.137
22.2798,158.202
22.3055,158.029
22.3312,158.925
22.3568,158.247
22.3825,158.005
22.4082,159.13
22.4338,157.904
22.4595,159.01
22.4852,157.931
22.5108,158.893
22.5365,158.054
22.5622,158.637
22.5879,157.579
22.6135,159.079
22.6392,157.328
22.6649,158.971
22.6905,157.149
22.7162,159.15
22.7419,157.35
22.7676,156.45420000000001
22.7932,157.39000000000001
22.8189,156.8434
22.8446,157.509
22.8702,158.31
22.8959,157.8544
22.9216,158.556
22.9472,156.84
22.9729,158.057
22.9986,157.386
23.0242,158.136
23.0499,157.264
23.0756,158.775
23.1012,157.314
23.1269,158.618
23.1526,157.142
23.1782,158.317
23.2039,157.991
23.2296,158.265
23.2553,158.359
23.2809,158.22
23.3066,158.339
23.3322,157.954
23.3579,157.862
23.3836,157.391
23.4092,158.502
23.4349,157.672
23.4606,158.261
23.4862,157.929
23.5119,158.561
23.5376,157.355
23.5632,158.979
23.5889,157.189
23.6146,159.205
23.6402,157.117
23.6659,159.052
23.6915,157.357
23.7172,158.513
23.7429,157.604
23.7685,158.843
23.7942,156.822
23.8199,158.617
23.8455,157.833
23.8712,158.905
23.8968,157.678
23.9225,159.086
23.9482,157.423
23.9738,159.299
23.9995,157.678
24.0252,158.64
24.0508,157.993
24.0765,159.327
24.1022,159.787
24.1278,159.134
24.1535,158.362
24.1792,158.844
24.2048,158.007
24.2305,157.53
24.2562,158.664
24.2818,158.547
24.3075,158.437
24.3331,158.198
24.3588,158.485
24.3845,158.092
24.4101,158.925
24.4358,157.401
24.4615,159.517
24.4871,157.601
24.5128,158.969
24.5385,157.68
24.5641,158.99
24.5898,157.947
24.6155,159.252
24.6411,157.14
24.6668,159.679
24.6925,157.287
24.7181,159.549
24.7438,157.523
24.7695,158.969
24.7951,157.922
24.8208,158.786
24.8465,157.87
24.8722,159.413
24.8978,157.671
24.9235,159.32
24.9492,157.89
24.9748,159.111
25.0005,158.452
25.0262,158.288
25.0518,158.505
25.0775,158.436
25.1032,158.228
25.1288,158.634
25.1545,158.194
25.1802,158.076
25.2058,159.185
25.2315,158.729
25.2572,158.548
25.2828,157.20680000000002
25.3085,157.47
25.3342,157.872
25.3598,158.565
25.3855,156.696
25.4111,158.206
25.4368,156.811
25.4625,158.544
25.4881,157.147
25.5138,158.003
25.5395,157.165
25.5651,158.506
25.5908,156.82
25.6165,158.839
25.6421,156.733
25.6678,158.958
25.6935,157.015
25.7191,158.443
25.7448,157.545
25.7705,158.608
25.7961,157.633
25.8218,158.93
25.8475,157.519
25.8731,159.133
25.8988,157.275
25.9245,158.706
25.9501,158.151
25.9758,158.114
26.0015,157.525
26.0272,158.573
26.0528,158.149
26.0785,157.978
26.1042,158.405
26.1298,157.702
26.1555,158.201
26.1812,158.189
26.2068,158.222
26.2325,158.193
26.2582,158.567
26.2838,157.932
26.3095,159.236
26.3351,157.331
26.3608,159.313
26.3865,157.667
26.4121,159.002
26.4378,158.023
26.4635,159.157
26.4891,157.693
26.5148,158.977
26.5405,157.147
26.5661,159.333
26.5918,157.08
26.6175,159.42
26.6431,157.673
26.6688,159.119
26.6944,158.017
26.7201,158.849
26.7458,157.683
26.7714,159.326
26.7971,157.722
26.8228,159.121
26.8484,157.527
26.8741,158.792
26.8998,158.206
26.9254,158.565
26.9511,158.825
26.9767,158.694
27.0024,158.421
27.0281,158.473
27.0537,158.058
27.0794,158.094
27.105,158.675
27.1307,158.105
27.1564,158.565
27.182,158.582
27.2077,158.84
27.2334,157.897
27.259,159.341
27.2847,157.485
27.3103,159.456
27.336,157.409
27.3616,158.884
27.3873,157.641
27.413,158.859
27.4386,157.496
27.4643,159.017
27.4899,157.329
27.5156,159.49
27.5413,157.236
27.5669,158.829
27.5926,157.644
27.6182,159.258
27.6439,157.304
27.6696,159.29
27.6952,157.678
27.7209,159.016
27.7466,158.18
27.7722,157.852
27.7979,157.83300000000003
27.8235,157.152
27.8492,157.636
27.8749,158.345
27.9005,157.035
27.9262,157.862
27.9518,157.557
27.9775,157.569
28.0032,158.078
28.0288,157.545
28.0545,158.049
28.0801,157.913
28.1058,158.068
28.1315,157.908
28.1571,158.486
28.1828,157.702
28.2084,158.73
28.2341,157.355
28.2598,159.278
28.2855,157.239
28.3111,158.541
28.3368,158.1616
28.3625,158.875
28.3881,157.299
28.4138,158.854
28.4395,157.331
28.4651,158.862
28.4908,157.598
28.5165,158.713
28.5421,156.958
28.5678,159.014
28.5934,156.847
28.6191,158.744
28.6448,157.141
28.6704,158.739
28.6961,157.686
28.7218,158.174
28.7474,157.636
28.7731,158.844
28.7988,157.861
28.8244,158.601
28.8501,157.713
28.8758,158.809
28.9014,158.351
28.9271,157.542
28.9528,157.923
28.9784,158.69
29.0041,158.448
29.0297,157.571
29.0554,158.991
29.0811,157.881
29.1067,158.869
29.1324,157.576
29.1581,158.73
29.1837,158.181
29.2094,159.525
29.2351,158.407
29.2607,159.558
29.2864,156.978
29.3121,158.804
29.3377,157.742
29.3634,159.216
29.3891,157.1
29.4147,159.248
29.4404,157.117
29.4661,159.527
29.4917,157.515
29.5174,158.794
29.5431,157.804
29.5687,158.58
29.5944,157.543
29.6201,158.939
29.6457,157.121
29.6714,158.728
29.6971,158.343
29.7227,158.381
29.7484,157.83
29.774,159.151
29.7997,157.78
29.8254,158.217
29.851,157.981
29.8767,158.222
29.9024,158.962
29.928,157.7
29.9537,158.39
29.9794,158.239
30.005,158.593
30.0307,158.043
30.0564,159.066
30.082,157.565
30.1077,158.849
30.1334,157.073
30.159,159.449
30.1847,157.707
30.2103,158.882
30.236,157.756
30.2617,156.42940000000002
30.2873,157.51160000000002
30.313,156.815
30.3386,157.364
30.3643,158.436
30.39,157.7874
