时间(s),电流(mA)
34.2174,158.508
34.2431,156.715
34.2688,157.941
34.2944,156.424
34.3201,158.463
34.3458,156.722
34.3714,157.79
34.3971,156.843
34.4228,158.113
34.4485,156.68
34.4741,157.768
34.4998,156.952
34.5255,157.909
34.5511,157.07
34.5768,157.456
34.6025,157.264
34.6282,157.526
34.6538,157.226
34.6795,157.436
34.7052,157.836
34.7308,158.275
34.7565,158.216
34.7822,157.235
34.8078,158.192
34.8335,157.42
34.8591,157.787
34.8848,156.86
34.9105,158.234
34.9361,157.181
34.9618,158.285
34.9875,157.142
35.0131,158.651
35.0388,156.765
35.0645,158.149
35.0901,156.883
35.1158,158.574
35.1415,156.96
35.1671,158.468
35.1928,157.069
35.2185,158.558
35.2441,156.863
35.2698,158.485
35.2955,157.147
35.3212,158.537
35.3468,156.928
35.3725,158.005
35.3982,157.214
35.4238,158.313
35.4495,157.305
35.4752,158.003
35.5009,157.578
35.5265,158.17
35.5522,157.422
35.5779,157.695
35.6036,157.972
35.6292,157.903
35.6549,157.871
35.6806,157.352
35.7062,158.176
35.7319,158.06
35.7576,158.708
35.7833,157.324
35.8089,158.445
35.8346,157.334
35.8603,158.407
35.886,156.857
35.9116,158.61
35.9373,157.006
35.963,158.317
35.9887,157.115
36.0143,158.833
36.04,156.945
36.0657,158.605
36.0914,157.009
36.117,158.949
36.1427,157.154
36.1684,158.64
36.1941,157.004
36.2197,158.137
36.2454,157.1528
36.2711,156.2522
36.2968,157.362
36.3224,157.547
36.3481,156.424
36.3738,157.599
36.3995,156.591
36.4251,157.614
36.4508,156.687
36.4765,157.073
36.5022,156.999
36.5278,157.412
36.5535,156.971
36.5792,157.014
36.6048,157.336
36.6305,157.581
36.6562,157.461
36.6819,156.834
36.7075,157.481
36.7332,157.181
36.7589,158.497
36.7846,157.426
36.8103,158.132
36.8359,156.741
36.8616,157.912
36.8873,156.942
36.913,158.345
36.9386,156.583
36.9643,158.203
36.99,156.833
37.0157,158.605
37.0414,156.792
37.067,158.146
37.0927,156.75
37.1184,158.459
37.144,156.75
37.1697,158.177
37.1954,156.94
37.2211,158.209
37.2467,156.874
37.2724,158.144
37.2981,157.251
37.3237,157.898
37.3494,156.96
37.3751,157.742
37.4007,157.596
37.4264,157.84
37.4521,157.106
37.4777,157.742
37.5034,157.8
37.5291,157.649
37.5548,157.814
37.5804,157.616
37.6061,158.111
37.6318,157.356
37.6575,157.92
37.6831,157.357
37.7088,158.228
37.7345,157.354
37.7601,158.99
37.7858,157.333
37.8115,158.56
37.8372,156.625
37.8628,158.315
37.8885,157.007
37.9142,158.668
37.9398,157.158
37.9655,158.794
37.9912,157.298
38.0168,158.735
38.0425,156.921
38.0682,158.428
38.0939,157.233
38.1195,158.486
38.1452,156.954
38.1709,158.125
38.1965,157.37
38.2222,158.352
38.2479,157.1
38.2735,157.085
38.2992,158.14540000000002
38.3248,157.3064
38.3505,157.932
38.3762,157.763
38.4018,157.89
38.4275,158.093
38.4532,157.872
38.4788,157.671
38.5045,158.124
38.5302,157.335
38.5558,157.679
38.5815,157.327
38.6072,158.41
38.6329,157.348
38.6585,158.164
38.6842,157.166
38.7099,158.273
38.7355,157.03479999999996
38.7612,156.92680000000001
