1684481100033,0,322.4
1684481100235,0,322
1684481100435,0,323.2
1684481100636,0,322.4
1684481100837,0,322.4
1684481101037,0,334.4
1684481101238,0,323.59999999999997
1684481101438,0,322.8
1684481101638,0,326.79999999999995
1684481101838,0,323.99999999999994
1684481102039,0,364.8
1684481102239,0,333.59999999999997
1684481102439,0,324.4
1684481102640,0,322.4
1684481102840,0,321.6
1684481103040,0,322.4
1684481103240,0,322.4
1684481103441,0,322.8
1684481103641,0,322.4
1684481103841,0,322
1684481104041,0,322.8
1684481104242,0,322.4
1684481104442,0,322.8
1684481104642,0,322
1684481104842,0,322.4
1684481105043,0,322.4
1684481105243,0,323.59999999999997
1684481105443,0,322.8
1684481105644,0,322.8
1684481105844,0,322.8
1684481106044,0,322.4
1684481106244,0,322.8
1684481106445,0,322
1684481106645,0,336.79999999999995
1684481106845,0,332.4
1684481107045,0,323.99999999999994
1684481107246,0,322.8
1684481107446,0,332.8
1684481107646,0,323.99999999999994
1684481107847,0,323.99999999999994
1684481108047,0,322.8
1684481108247,0,323.2
1684481108447,0,326.79999999999995
1684481108648,0,323.59999999999997
1684481108848,0,321.6
1684481109048,0,322.8
1684481109249,0,322.4
1684481109449,0,323.2
1684481109649,0,322.4
1684481109849,0,322.4
1684481110050,0,322.4
1684481110250,0,322.4
1684481110450,0,323.2
1684481110650,0,327.2
1684481110851,0,322.8
1684481111051,0,322.4
1684481111251,0,322.4
1684481111451,0,321.6
1684481111652,0,322.4
1684481111852,0,323.2
1684481112052,0,322.8
1684481112253,0,322.4
1684481112453,0,321.6
1684481112653,0,322.8
1684481112853,0,322.4
1684481113054,0,322
1684481113254,0,322
1684481113454,0,322.8
1684481113654,0,322.4
1684481113855,0,322.4
1684481114055,0,322
1684481114255,0,322
1684481114455,0,322.8
1684481114656,0,322.4
1684481114856,0,322
1684481115056,0,322.4
1684481115257,0,323.2
1684481115457,0,322.4
1684481115657,0,322.8
1684481115857,0,322.8
1684481116058,0,321.6
1684481116258,0,322.4
1684481116458,0,322.4
1684481116658,0,322.4
1684481116859,0,322.4
1684481117058,0,321.6
1684481117259,0,322.4
1684481117460,0,322.4
1684481117660,0,322.8
1684481117860,0,322.4
1684481118060,0,322
1684481118261,0,322.4
1684481118461,0,322.8
1684481118661,0,322
1684481118862,0,321.6
1684481119062,0,322.4
1684481119262,0,322
1684481119462,0,322
1684481119663,0,322
1684481119863,0,322.4
1684481120063,0,321.6
1684481120263,0,322.4
1684481120464,0,323.2
1684481120664,0,321.6
1684481120864,0,322.8
1684481121065,0,322.8
1684481121265,0,322.4
1684481121465,0,322.4
1684481121665,0,322.4
1684481121866,0,322.4
1684481122066,0,321.19999999999993
1684481122266,0,322.4
1684481122467,0,327.99999999999994
1684481122667,0,323.2
1684481122867,0,322.8
1684481123067,0,322
1684481123268,0,322.4
1684481123468,0,323.99999999999994
1684481123668,0,322.4
1684481123868,0,322.4
1684481124069,0,323.99999999999994
1684481124269,0,322.8
1684481124469,0,322.8
1684481124669,0,322.8
1684481124870,0,322.4
1684481125070,0,322.8
1684481125270,0,322.8
1684481125471,0,322.8
1684481125671,0,323.2
1684481125871,0,323.2
1684481126071,0,321.6
1684481126272,0,322.4
1684481126472,0,322.8
1684481126672,0,322.8
1684481126872,0,321.6
1684481127072,0,322
1684481127273,0,322.8
1684481127473,0,322.8
1684481127674,0,322
1684481127874,0,322.4
1684481128074,0,322.8
1684481128274,0,323.2
1684481128475,0,322.4
1684481128675,0,322.4
1684481128875,0,322.8
1684481129075,0,322
1684481129276,0,322.4
1684481129476,0,321.6
1684481129676,0,322.4
1684481129877,0,322.8
1684481130077,0,321.19999999999993
1684481130277,0,322.4
1684481130477,0,322.8
1684481130678,0,322
1684481130878,0,322.4
1684481131078,0,321.6
1684481131278,0,324.4
1684481131479,0,322
1684481131679,0,322.4
1684481131879,0,322.4
1684481132080,0,322.8
1684481132280,0,322.4
1684481132480,0,322.8
1684481132680,0,322.8
1684481132881,0,322.4
1684481133081,0,321.6
1684481133281,0,322
1684481133481,0,322.4
1684481133682,0,322.8
1684481133882,0,322.8
1684481134082,0,322.4
1684481134283,0,322.4
1684481134483,0,322.8
1684481134683,0,322.4
1684481134883,0,322.4
1684481135084,0,322.8
1684481135284,0,322
1684481135484,0,323.59999999999997
1684481135685,0,326
1684481135885,0,323.2
1684481136085,0,322.8
1684481136285,0,322
1684481136486,0,323.2
1684481136686,0,322.4
1684481136886,0,321.6
1684481137086,0,322.4
1684481137287,0,322.4
1684481137487,0,328.8
1684481137687,0,323.2
1684481137888,0,323.2
1684481138088,0,322
1684481138288,0,321.6
1684481138488,0,322.4
1684481138689,0,327.59999999999997
1684481138889,0,323.99999999999994
1684481139089,0,322.4
1684481139289,0,322.8
1684481139490,0,322.4
1684481139690,0,322.4
1684481139890,0,322.8
1684481140091,0,322.8
1684481140291,0,322
1684481140491,0,322.4
1684481140691,0,322
1684481140892,0,322.4
1684481141092,0,322.4
